patient_id,full_name,recorded_ts,birthdate,deathdate,ssn,drivers,passport,prefix,marital,race,ethnicity,gender,birthplace,patient_address,patient_city,patient_state,county,fips,patient_zip,lat,lon,healthcare_expenses,healthcare_coverage,income,age_at_imaging,bodysite_code,bodysite_description,modality_code,modality_description,sop_code,sop_description,procedure_code,encounter_class,encounter_description,base_encounter_cost,total_claim_cost,payer_coverage,encounter_reason,organization_name,organization_address,organization_city,organization_state,organization_zip,provider_name,provider_speciality
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2023-09-25 12:29:34.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,48,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,3193.25,0.0,Patient referral for dental care (procedure),SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2019-09-16 11:09:40.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,44,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2870.45,635.59,Diabetes mellitus type 2 (disorder),SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2024-06-21 12:39:11.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,48,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,481.39,,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2021-08-06 11:44:49.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,46,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2022-09-19 13:11:33.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,47,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,0.0,Patient referral for dental care (procedure),SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2020-09-10 11:28:32.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,45,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2023-06-27 12:22:28.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,47,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,118.78,,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
143065b8-da2b-1e00-0aad-ad51519d0536,Robbie Marco Kuvalis,2020-09-10 11:28:32.000000,1975-08-11,,999-84-4748,S99920547,X10256693X,Mr.,M,white,nonhispanic,M,Fargo  North Dakota  US,759 Powlowski Parade,Mandan,North Dakota,Morton County,38059,58554,46.74283114565800,-100.97612404484400,421923.17,199764.15,103763,45,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,SANFORD MEDICAL CENTER BISMARCK,300 N 7TH ST,MANDAN,ND,585543771,Carlena Feil,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2009-03-01 15:56:48.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,46,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2013-01-22 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2483.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2009-08-04 16:55:23.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,47,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,4354.55,3048.19,Gingivitis (disorder),PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-01-15 16:47:26.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,49,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1490.01,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,1976-07-13 15:25:39.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,14,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for problem (procedure),96.45,1257.75,0.0,Loss of teeth (disorder),PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2007-04-11 15:22:33.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,44,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2433.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2006-05-16 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,44,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-06-26 17:18:02.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for check up (procedure),96.45,2806.15,1683.69,Patient referral for dental care (procedure),PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2010-02-24 16:12:59.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,47,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1738.34,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2006-05-16 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,44,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2011-01-20 16:29:44.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,48,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1490.01,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2005-05-10 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,42,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2013-01-22 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,2483.35,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2011-01-20 16:29:44.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,48,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1490.01,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2012-09-04 08:11:48.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,50,51185008,Thoracic structure (body structure),CR,Computed Radiography,1.2.840.10008.5.1.4.1.1.1.1,Digital X-Ray Image Storage – for Presentation,399208008,inpatient,Patient transfer to intensive care unit (procedure),109.52,26267.49,26267.49,History of coronary artery bypass grafting (situation),NORTHWOOD DEACONESS HEALTH CENTER,4 N PARK ST,NORTHWOOD,ND,582674102,Noe Howe,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2010-02-24 16:12:59.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,47,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,1738.34,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2005-05-10 15:05:29.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,42,181171005,Entire retina (body structure),OP,Ophthalmic Photography,1.2.840.10008.5.1.4.1.1.77.1.5.1,Ophthalmic Photography 8 Bit Image Storage,314971001,ambulatory,Ophthalmic examination and evaluation (procedure),160.75,2483.35,0.0,,PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
188ab365-c304-5e3e-c624-884add438a54,Danae Kristen Murphy,2006-10-10 16:55:20.000000,1962-05-22,2014-10-23,999-34-8175,S99925283,X85618219X,Mrs.,D,black,nonhispanic,F,Apple Creek  North Dakota  US,369 Murray Walk Apt 38,Fargo,North Dakota,Cass County,38017,58047,46.71436424298860,-96.84497970647630,1104462.22,661647.85,57981,44,700016008,Structure of region of internal part of mouth (body structure),DX,Digital Radiography,1.2.840.10008.5.1.4.1.1.1.3,Digital Intra-Oral X-Ray Image Storage - For Presentation,241046008,ambulatory,Encounter for problem (procedure),96.45,1257.75,1207.75,Loss of teeth (disorder),PAM CUBED REHABILITATION HOSPITAL OF FARGO LLC,4671 38TH ST S,FARGO,ND,581047866,Logan Fisher,GENERAL PRACTICE
